id,japanese,hiragana,kanji_references,romaji,english,category,jlpt_level,example_japanese,example_english,notes,part_of_speech,part_of_speech_references,frequency,pitch_accent
voc1254,感謝,かんしゃ,k0332,kansha,gratitude; thanks,feeling,N3,助けてくれてありがとう。感謝します。,Thank you for helping me. I'm grateful.,,noun,,very high,LHHL
voc1255,投げる,なげる,k0333,nageru,to throw,action,N3,ボールを投げた。,I threw the ball.,,verb,,very high,LHL
voc1256,投票,とうひょう,k0333,tohyo,voting; ballot,society,N3,選挙で投票した。,I voted in the election.,,noun,,high,LHHL
voc1257,投資,とうし,k0333,toshi,investment,economy,N3,株に投資している。,I'm investing in stocks.,,noun,,high,LH
voc1258,変わる,かわる,k0334,kawaru,to change,action,N3,気候が変わってきた。,The climate has been changing.,,verb,,very high,LHL
voc1259,変更,へんこう,k0334,henko,change; alteration,action,N3,計画を変更した。,I changed the plan.,,noun,,very high,LHHL
voc1260,大変,たいへん,k0334,taihen,very; difficult,abstract,N3,大変お世話になりました。,Thank you very much for your help.,,adverb,,very high,LHL
voc1261,打つ,うつ,k0335,utsu,to hit; to strike,action,N3,ホームランを打った。,I hit a home run.,,verb,,very high,LH
voc1262,打合せ,うちあわせ,k0335,uchiawase,meeting; briefing,action,N3,明日打合せがある。,There is a meeting tomorrow.,,noun,,high,LHHHL
voc1263,一打,いちだ,k0335,ichida,one stroke/hit,action,N3,一打で勝負が決まった。,The contest was decided by one hit.,,noun,,low,LHL
voc1264,直す,なおす,k0336,naosu,to fix; to correct,action,N3,壊れた椅子を直した。,I fixed the broken chair.,,verb,,very high,LHL
voc1265,直接,ちょくせつ,k0336,chokusetsu,direct; immediately,abstract,N3,直接話した方がいい。,It's better to talk directly.,,adverb,,very high,LHHL
voc1266,正直,しょうじき,k0336,shojiki,honest; honestly,abstract,N3,正直に答えてください。,Please answer honestly.,,adjective,,very high,LHHL
voc1267,両方,りょうほう,k0337,ryoho,both,abstract,N3,どちらが好きですか？両方好きです。,Which do you prefer? I like both.,,noun,,very high,LHHL
voc1268,両親,りょうしん,k0337,ryoshin,parents; both parents,people,N3,両親に感謝している。,I'm grateful to my parents.,,noun,,very high,LHHL
voc1269,式典,しきてん,k0338,shikiten,ceremony,action,N3,卒業式典に参加した。,I participated in the graduation ceremony.,,noun,,medium,LHHL
voc1270,正式,せいしき,k0338,seishiki,formal; official,abstract,N3,正式な手続きが必要だ。,A formal procedure is required.,,adjective,,high,LHHL
voc1271,方式,ほうしき,k0338,hoshiki,method; system,abstract,N3,新しい方式を導入した。,We introduced a new system.,,noun,,high,LHHL
voc1272,果たす,はたす,k0339,hatasu,to achieve; to fulfill,action,N3,責任を果たした。,I fulfilled my responsibility.,,verb,,high,LHL
voc1273,結果,けっか,k0339,kekka,result; outcome,abstract,N3,試験の結果はどうでしたか？,How were your exam results?,,noun,,very high,LHL
voc1274,効果,こうか,k0339,koka,effect; result,abstract,N3,この薬の効果がすぐに現れた。,The effect of this medicine appeared quickly.,,noun,,very high,LHL
voc1275,必ず,かならず,k0340,kanarazu,certainly; without fail,abstract,N3,必ず連絡してください。,Please contact me without fail.,,adverb,,very high,LHHL
voc1276,必死,ひっし,k0340,hisshi,desperate; frantic,abstract,N3,必死で練習した。,I practiced desperately.,,adjective,,high,LHL
voc1277,争う,あらそう,k0341,arasou,to compete; to dispute,action,N3,二人は賞を争っている。,The two are competing for the prize.,,verb,,high,LHHL
voc1278,競争,きょうそう,k0341,kyoso,competition,action,N3,激しい競争を勝ち抜いた。,I survived the intense competition.,,noun,,very high,LHHL
voc1279,争い,あらそい,k0341,arasoi,conflict; dispute,abstract,N3,争いを避けることが大切だ。,It's important to avoid conflict.,,noun,,high,LHHL
voc1280,相談,そうだん,k0342,sodan,consultation,action,N3,問題について相談したい。,I want to consult about the problem.,also uses k0278,noun,,very high,LHHL
voc1281,談話,だんわ,k0342,danwa,conversation; talk,action,N3,首相が談話を発表した。,The prime minister issued a statement.,also uses k0252,noun,,medium,LHL
voc1282,面談,めんだん,k0342,mendan,interview; personal meeting,action,N3,先生と面談をした。,I had an interview with the teacher.,also uses k0319,noun,,medium,LHL
voc1283,無料,むりょう,k0343,muryo,free of charge,abstract,N3,このサービスは無料です。,This service is free of charge.,,noun,,very high,LHL
voc1284,無理,むり,k0343,muri,impossible; unreasonable,abstract,N3,無理をしないでください。,Please don't push yourself too hard.,,noun,,very high,LH
voc1285,無駄,むだ,k0343,muda,waste; useless,abstract,N3,無駄な時間を減らしたい。,I want to reduce wasted time.,,noun,,very high,LH
voc1286,地位,ちい,k0344,chii,position; status,society,N3,社会的地位が上がった。,My social status has risen.,,noun,,high,LH
voc1287,単位,たんい,k0344,tani,unit; credit,education,N3,大学の単位を取った。,I earned university credits.,also uses k0410,noun,,high,LH
voc1288,地位,くらい,k0344,kurai,rank; about (approximation),abstract,N3,どのくらいかかりますか？,About how long will it take?,,noun,,very high,LHL
voc1289,置く,おく,k0345,oku,to place; to put,action,N3,本を棚に置いた。,I placed the book on the shelf.,,verb,,very high,LH
voc1290,位置,いち,k0345,ichi,position; location,place,N3,地図で位置を確認した。,I confirmed the location on the map.,also uses k0344,noun,,very high,LH
voc1291,放置,ほうち,k0345,hochi,abandonment; leaving alone,action,N3,問題を放置してはいけない。,We must not leave the problem unaddressed.,also uses k0348,noun,,medium,LHL
voc1292,流れる,ながれる,k0346,nagareru,to flow,action,N3,川の水が流れている。,The river water is flowing.,,verb,,very high,LHHL
voc1293,流行,りゅうこう,k0346,ryuko,trend; fashion,society,N3,今どんなファッションが流行ですか？,What fashion is trending now?,,noun,,very high,LHHL
voc1294,交流,こうりゅう,k0346,koryu,exchange; interaction,action,N3,文化交流を通じて友人が増えた。,My friends increased through cultural exchange.,also uses k0315,noun,,high,LHHL
voc1295,局長,きょくちょう,k0347,kyokucho,bureau chief; director,people,N3,局長に報告した。,I reported to the bureau chief.,,noun,,medium,LHHL
voc1296,放送局,ほうそうきょく,k0347,hosokyoku,broadcasting station,place,N3,放送局でインタビューを受けた。,I was interviewed at the broadcasting station.,also uses k0348,noun,,medium,LHHHL
voc1297,薬局,やっきょく,k0347,yakkyoku,pharmacy; drugstore,place,N3,近くの薬局に行った。,I went to the nearby pharmacy.,also uses k0267,noun,,very high,LHHL
voc1298,放す,はなす,k0348,hanasu,to release; to let go,action,N3,捕まえた虫を放した。,I released the captured insect.,,verb,,high,LHL
voc1299,放送,ほうそう,k0348,hoso,broadcast,action,N3,テレビで放送を見た。,I watched the broadcast on TV.,,noun,,very high,LHL
voc1300,解放,かいほう,k0348,kaiho,release; liberation,action,N3,ストレスから解放されたい。,I want to be freed from stress.,also uses k0471,noun,,high,LHL
voc1301,球,たま,k0349,tama,ball; sphere,object,N3,子供が球を投げた。,The child threw the ball.,,noun,,very high,LH
voc1302,野球,やきゅう,k0349,yakyu,baseball,sport,N3,野球の試合を見に行った。,I went to watch a baseball game.,,noun,,very high,LHL
voc1303,地球,ちきゅう,k0349,chikyu,Earth; the globe,nature,N3,地球は丸い。,The Earth is round.,,noun,,very high,LHL
voc1304,役に立つ,やくにたつ,k0350,yaku ni tatsu,to be useful,action,N3,この辞書はとても役に立つ。,This dictionary is very useful.,,expression,,very high,LHHLHL
voc1305,役者,やくしゃ,k0350,yakusha,actor; actress,people,N3,彼は有名な役者だ。,He is a famous actor.,,noun,,high,LHL
voc1306,役割,やくわり,k0350,yakuwari,role; function,abstract,N3,自分の役割を果たした。,I fulfilled my own role.,,noun,,very high,LHHL
voc1307,身体,しんたい,k0351,shintai,body; physique,body,N3,身体を鍛えることが大切だ。,It is important to train your body.,,noun,,very high,LHL
voc1308,自身,じしん,k0351,jishin,oneself,abstract,N3,自分自身を信じてください。,Please believe in yourself.,,noun,,very high,LHL
voc1309,身近,みぢか,k0351,mijika,familiar; close at hand,abstract,N3,身近な問題を解決したい。,I want to solve familiar problems.,,adjective,,high,LHHL
voc1310,費用,ひよう,k0352,hiyo,cost; expense,money,N3,費用はいくらかかりますか？,How much will the cost be?,,noun,,very high,LHL
voc1311,交通費,こうつうひ,k0352,kotsubi,transportation cost,money,N3,交通費を会社が払ってくれる。,The company pays my transportation costs.,,noun,,high,LHHHL
voc1312,消費,しょうひ,k0352,shōhi,consumption,economy,N3,エネルギーの消費を減らそう。,Let's reduce energy consumption.,,noun,,very high,LHL
voc1313,付く,つく,k0353,tsuku,to be attached; to stick,action,N3,シールが壁に付いた。,The sticker stuck to the wall.,,verb,,very high,LH
voc1314,気付く,きづく,k0353,kizuku,to notice; to realize,action,N3,間違いに気付いた。,I noticed the mistake.,,verb,,very high,LHHL
voc1315,受付,うけつけ,k0353,uketsuke,reception; front desk,place,N3,受付で名前を書いた。,I wrote my name at the reception desk.,,noun,,very high,LHHL
voc1316,理由,りゆう,k0354,riyu,reason; cause,abstract,N3,理由を説明してください。,Please explain the reason.,,noun,,very high,LHL
voc1317,自由,じゆう,k0354,jiyu,freedom; liberty,abstract,N3,自由に意見を言ってください。,Please feel free to express your opinion.,,noun,,very high,LHL
voc1318,由来,ゆらい,k0354,yurai,origin; derivation,abstract,N3,この言葉の由来を調べた。,I looked up the origin of this word.,,noun,,medium,LHL
voc1319,夫,おっと,k0355,otto,husband,people,N3,夫は今仕事中です。,My husband is working now.,,noun,,very high,LH
voc1320,夫婦,ふうふ,k0355,fufu,married couple,people,N3,その夫婦はとても仲がいい。,That couple gets along very well.,,noun,,very high,LHH
voc1321,夫人,ふじん,k0355,fujin,wife; Mrs.,people,N3,大統領夫人が来日した。,The president's wife visited Japan.,,noun,,high,LHL
voc1322,石,いし,k0356,ishi,stone; rock,nature,N3,道で石を見つけた。,I found a stone on the road.,,noun,,very high,LH
voc1323,石油,せきゆ,k0356,sekiyu,petroleum; oil,nature,N3,石油の価格が上がった。,The price of oil has risen.,,noun,,very high,LHL
voc1324,宝石,ほうせき,k0356,hoseki,jewel; gem,object,N3,彼女は宝石が好きだ。,She likes jewels.,,noun,,high,LHL
voc1325,消える,きえる,k0357,kieru,to disappear; to go out,action,N3,星が朝になって消えた。,The stars disappeared as morning came.,,verb,,very high,LHL
voc1326,消す,けす,k0357,kesu,to erase; to turn off,action,N3,電気を消してください。,Please turn off the lights.,,verb,,very high,LH
voc1327,消化,しょうか,k0357,shoka,digestion,health,N3,消化が悪い食べ物は避けよう。,Let's avoid foods that are hard to digest.,,noun,,high,LHL
voc1328,神社,じんじゃ,k0358,jinja,Shinto shrine,religion,N3,お正月に神社へ行った。,I went to the shrine for New Year's.,,noun,,very high,LHL
voc1329,神様,かみさま,k0358,kamisama,God; deity,religion,N3,神様にお祈りした。,I prayed to God.,,noun,,very high,LHHL
voc1330,精神,せいしん,k0358,seishin,mind; spirit,abstract,N3,精神的に疲れている。,I am mentally tired.,,noun,,very high,LHL
voc1331,番号,ばんごう,k0359,bango,number,abstract,N3,電話番号を教えてください。,Please tell me your phone number.,,noun,,very high,LHHL
voc1332,番組,ばんぐみ,k0359,bangumi,program; broadcast,abstract,N3,好きなテレビ番組を見た。,I watched my favorite TV program.,,noun,,very high,LHHL
voc1333,交番,こうばん,k0359,koban,police box,place,N3,道に迷って交番で聞いた。,I got lost and asked at the police box.,,noun,,very high,LHL
voc1334,被害,ひがい,k0360,higai,damage; harm,abstract,N3,台風による被害が大きかった。,The damage from the typhoon was great.,,noun,,very high,LHL
voc1335,害虫,がいちゅう,k0360,gaichū,harmful insect; pest,nature,N3,畑の害虫を駆除した。,I exterminated the pests in the field.,,noun,,medium,LHHL
voc1336,公害,こうがい,k0360,kogai,pollution; public nuisance,nature,N3,工場の公害問題が深刻だ。,The factory pollution problem is serious.,,noun,,high,LHL
voc1337,配る,くばる,k0361,kubaru,to distribute; to hand out,action,N3,プリントをクラスに配った。,I handed out the printouts to the class.,,verb,,very high,LHL
voc1338,心配,しんぱい,k0361,shinpai,worry; concern,feeling,N3,試験のことが心配だ。,I am worried about the exam.,,noun,,very high,LHL
voc1339,配達,はいたつ,k0361,haitatsu,delivery,action,N3,荷物が今日配達される。,The package will be delivered today.,,noun,,very high,LHHL
